date_mutation,valeur_fonciere,code_postal,type_local,surface_m2,nb_pieces,surface_terrain,arrondissement,prix_m2
11/04/2024,1600000.0,75011,Local industriel. commercial ou assimilé,200.0,0.0,,11,8000.0
09/04/2024,1457400.0,75014,Appartement,80.0,3.0,,14,18218.0
11/04/2024,594400.0,75015,Appartement,48.0,3.0,,15,12383.0
25/04/2024,707000.0,75015,Appartement,81.0,4.0,,15,8728.0
18/04/2024,417216.0,75013,Appartement,39.0,2.0,,13,10698.0
17/04/2024,1060000.0,75007,Appartement,94.0,4.0,,7,11277.0
12/04/2024,330000.0,75015,Appartement,28.0,2.0,,15,11786.0
19/04/2024,400000.0,75012,Appartement,48.0,2.0,,12,8333.0
29/04/2024,325000.0,75011,Appartement,43.0,1.0,,11,7558.0
15/04/2024,735000.0,75014,Local industriel. commercial ou assimilé,72.0,0.0,,14,10208.0
24/04/2024,14900000.0,75016,Appartement,396.0,7.0,,16,37626.0
24/04/2024,814850.0,75016,Appartement,95.0,3.0,,16,8577.0
11/04/2024,938000.0,75015,Appartement,77.0,3.0,,15,12182.0
29/04/2024,255000.0,75013,Appartement,35.0,1.0,,13,7286.0
18/04/2024,276000.0,75013,Appartement,40.0,2.0,,13,6900.0
25/04/2024,520000.0,75012,Appartement,49.0,2.0,,12,10612.0
18/04/2024,710016.0,75015,Appartement,77.0,3.0,,15,9221.0
18/04/2024,675000.0,75011,Appartement,62.0,4.0,,11,10887.0
27/03/2024,378000.0,75013,Appartement,49.0,2.0,,13,7714.0
23/04/2024,585000.0,75007,Appartement,48.0,3.0,,7,12188.0
30/04/2024,615000.0,75006,Appartement,58.0,2.0,,6,10603.0
23/04/2024,200000.0,75011,Appartement,56.0,3.0,,11,3571.0
26/04/2024,338000.0,75006,Appartement,17.0,1.0,,6,19882.0
05/04/2024,290000.0,75015,Appartement,52.0,2.0,,15,5577.0
03/04/2024,478000.0,75011,Appartement,48.0,3.0,,11,9958.0
19/04/2024,320000.0,75012,Local industriel. commercial ou assimilé,27.0,0.0,,12,11852.0
25/04/2024,532245.0,75015,Appartement,55.0,3.0,,15,9677.0
23/04/2024,207150.0,75014,Appartement,25.0,1.0,,14,8286.0
21/03/2024,926250.0,75016,Appartement,90.0,3.0,,16,10292.0
05/04/2024,625000.0,75015,Appartement,72.0,4.0,,15,8681.0
02/04/2024,500000.0,75011,Appartement,45.0,2.0,,11,11111.0
05/04/2024,338096.0,75005,Appartement,29.0,2.0,,5,11658.0
29/03/2024,605000.0,75005,Appartement,55.0,3.0,,5,11000.0
24/04/2024,402000.0,75014,Appartement,39.0,3.0,,14,10308.0
22/04/2024,266000.0,75015,Appartement,35.0,2.0,,15,7600.0
29/04/2024,200000.0,75016,Appartement,19.0,1.0,,16,10526.0
11/04/2024,306700.0,75015,Appartement,42.0,3.0,,15,7302.0
25/04/2024,660000.0,75013,Appartement,65.0,4.0,,13,10154.0
24/04/2024,140000.0,75011,Appartement,13.0,1.0,,11,10769.0
25/04/2024,380000.0,75016,Appartement,25.0,2.0,,16,15200.0
10/04/2024,516806.0,75015,Appartement,70.0,2.0,,15,7383.0
26/04/2024,615000.0,75006,Appartement,49.0,3.0,,6,12551.0
25/04/2024,475000.0,75007,Appartement,36.0,2.0,,7,13194.0
12/04/2024,410000.0,75013,Appartement,42.0,2.0,,13,9762.0
22/04/2024,890000.0,75013,Appartement,80.0,3.0,,13,11125.0
26/04/2024,280000.0,75011,Local industriel. commercial ou assimilé,80.0,0.0,,11,3500.0
10/04/2024,200000.0,75012,Appartement,25.0,1.0,,12,8000.0
29/04/2024,1575000.0,75007,Appartement,123.0,4.0,,7,12805.0
26/04/2024,281350.0,75007,Appartement,17.0,1.0,,7,16550.0
29/04/2024,215000.0,75011,Appartement,28.0,1.0,,11,7679.0
19/04/2024,300000.0,75015,Appartement,35.0,1.0,,15,8571.0
09/04/2024,256000.0,75013,Appartement,23.0,1.0,,13,11130.0
24/04/2024,1195000.0,75007,Appartement,109.0,5.0,,7,10963.0
24/04/2024,334300.0,75015,Appartement,41.0,2.0,,15,8154.0
11/04/2024,752000.0,75014,Appartement,87.0,4.0,,14,8644.0
24/04/2024,610580.0,75015,Appartement,66.0,2.0,,15,9251.0
22/04/2024,469000.0,75014,Appartement,59.0,3.0,,14,7949.0
26/04/2024,1265852.0,75016,Appartement,135.0,4.0,,16,9377.0
29/04/2024,347619.0,75011,Appartement,44.0,2.0,,11,7900.0
10/04/2024,743400.0,75015,Appartement,87.0,3.0,,15,8545.0
17/04/2024,155000.0,75005,Local industriel. commercial ou assimilé,97.0,0.0,,5,1598.0
25/04/2024,1320000.0,75016,Appartement,115.0,4.0,,16,11478.0
19/04/2024,423910.0,75006,Appartement,21.0,1.0,,6,20186.0
22/04/2024,1195700.0,75005,Appartement,142.0,5.0,,5,8420.0
30/04/2024,195000.0,75012,Appartement,11.0,2.0,,12,17727.0
30/04/2024,195000.0,75012,Local industriel. commercial ou assimilé,12.0,0.0,,12,16250.0
10/04/2024,1305600.0,75016,Appartement,110.0,5.0,,16,11869.0
09/04/2024,486000.0,75016,Appartement,45.0,2.0,,16,10800.0
22/04/2024,1684200.0,75006,Appartement,122.0,3.0,,6,13805.0
19/04/2024,257500.0,75013,Appartement,34.0,2.0,,13,7574.0
18/04/2024,2940000.0,75007,Appartement,145.0,5.0,,7,20276.0
03/04/2024,900000.0,75012,Appartement,90.0,5.0,,12,10000.0
18/04/2024,250000.0,75011,Appartement,25.0,2.0,,11,10000.0
16/04/2024,300200.0,75011,Appartement,33.0,1.0,,11,9097.0
30/04/2024,430000.0,75005,Appartement,16.0,1.0,,5,26875.0
05/04/2024,251170.0,75014,Appartement,39.0,2.0,,14,6440.0
05/04/2024,251170.0,75014,Appartement,28.0,2.0,,14,8970.0
26/04/2024,280000.0,75013,Appartement,26.0,2.0,,13,10769.0
19/04/2024,437500.0,75011,Appartement,44.0,2.0,,11,9943.0
17/04/2024,105000.0,75014,Appartement,15.0,1.0,,14,7000.0
26/04/2024,315000.0,75015,Appartement,33.0,1.0,,15,9545.0
25/04/2024,792100.0,75013,Appartement,111.0,4.0,,13,7136.0
24/04/2024,725000.0,75012,Appartement,24.0,2.0,,12,30208.0
24/04/2024,725000.0,75012,Appartement,74.0,4.0,,12,9797.0
22/04/2024,290000.0,75011,Appartement,30.0,2.0,,11,9667.0
30/04/2024,727800.0,75012,Appartement,74.0,3.0,,12,9835.0
23/04/2024,641940.0,75013,Appartement,72.0,3.0,,13,8916.0
30/04/2024,114350.0,75012,Appartement,13.0,1.0,,12,8796.0
11/04/2024,475000.0,75013,Appartement,52.0,3.0,,13,9135.0
25/04/2024,569490.0,75015,Appartement,43.0,3.0,,15,13244.0
12/04/2024,521000.0,75011,Appartement,38.0,2.0,,11,13711.0
12/04/2024,521000.0,75011,Appartement,16.0,1.0,,11,32562.0
02/05/2024,6076000.0,75016,Appartement,218.0,6.0,,16,27872.0
16/04/2024,1550000.0,75015,Appartement,134.0,5.0,,15,11567.0
29/04/2024,376000.0,75013,Appartement,38.0,3.0,,13,9895.0
25/04/2024,273220.0,75011,Appartement,33.0,1.0,,11,8279.0
26/04/2024,432900.0,75013,Appartement,56.0,3.0,,13,7730.0
29/04/2024,4487700.0,75007,Appartement,190.0,7.0,,7,23619.0
30/04/2024,1462875.0,75007,Appartement,73.0,4.0,,7,20039.0
18/04/2024,1860000.0,75005,Appartement,99.0,5.0,,5,18788.0
10/04/2024,485000.0,75012,Appartement,65.0,3.0,,12,7462.0
29/04/2024,930433.3,75006,Appartement,62.0,2.0,,6,15007.0
08/04/2024,750000.0,75015,Appartement,85.0,4.0,,15,8824.0
24/04/2024,135000.0,75012,Appartement,13.0,1.0,,12,10385.0
29/04/2024,350000.0,75016,Appartement,44.0,2.0,,16,7955.0
08/04/2024,920000.0,75012,Appartement,102.0,5.0,,12,9020.0
22/04/2024,356000.0,75015,Appartement,57.0,3.0,,15,6246.0
22/04/2024,950000.0,75005,Appartement,67.0,5.0,,5,14179.0
30/04/2024,491800.0,75015,Appartement,44.0,2.0,,15,11177.0
25/04/2024,2600000.0,75007,Appartement,235.0,5.0,,7,11064.0
19/04/2024,365000.0,75013,Appartement,40.0,2.0,,13,9125.0
25/04/2024,495000.0,75014,Appartement,49.0,2.0,,14,10102.0
23/04/2024,230000.0,75011,Local industriel. commercial ou assimilé,40.0,0.0,,11,5750.0
27/04/2024,615000.0,75011,Local industriel. commercial ou assimilé,73.0,0.0,,11,8425.0
19/04/2024,730000.0,75016,Appartement,77.0,3.0,,16,9481.0
22/04/2024,310000.0,75007,Appartement,25.0,1.0,,7,12400.0
25/04/2024,354050.0,75011,Appartement,34.0,2.0,,11,10413.0
19/04/2024,883750.0,75011,Appartement,90.0,3.0,,11,9819.0
18/04/2024,2869000.0,75016,Appartement,240.0,7.0,,16,11954.0
24/04/2024,860000.0,75005,Appartement,65.0,3.0,,5,13231.0
05/04/2024,240000.0,75012,Appartement,35.0,2.0,,12,6857.0
14/03/2024,1500000.0,75007,Local industriel. commercial ou assimilé,100.0,0.0,,7,15000.0
30/04/2024,207000.0,75012,Appartement,22.0,2.0,,12,9409.0
26/04/2024,1100000.0,75011,Local industriel. commercial ou assimilé,47.0,0.0,,11,23404.0
29/04/2024,193000.0,75011,Appartement,27.0,1.0,,11,7148.0
29/04/2024,170000.0,75016,Appartement,21.0,1.0,,16,8095.0
29/04/2024,550000.0,75016,Appartement,55.0,2.0,,16,10000.0
19/04/2024,6550000.0,75005,Local industriel. commercial ou assimilé,131.0,0.0,181.0,5,50000.0
25/04/2024,350000.0,75007,Appartement,25.0,2.0,,7,14000.0
23/04/2024,192000.0,75007,Appartement,16.0,1.0,,7,12000.0
18/04/2024,557300.0,75011,Appartement,58.0,3.0,,11,9609.0
10/04/2024,529047.6,75014,Appartement,52.0,2.0,,14,10174.0
10/04/2024,1300000.0,75014,Appartement,143.0,6.0,,14,9091.0
16/04/2024,325000.0,75015,Local industriel. commercial ou assimilé,25.0,0.0,,15,13000.0
16/04/2024,325000.0,75015,Appartement,33.0,2.0,,15,9848.0
23/04/2024,370000.0,75012,Appartement,27.0,1.0,,12,13704.0
03/04/2024,160000.0,75015,Local industriel. commercial ou assimilé,17.0,0.0,,15,9412.0
26/04/2024,100000.0,75006,Appartement,7.0,1.0,,6,14286.0
04/04/2024,3202000.0,75007,Appartement,92.0,4.0,,7,34804.0
29/04/2024,304000.0,75015,Appartement,27.0,1.0,,15,11259.0
29/04/2024,425000.0,75006,Appartement,21.0,1.0,,6,20238.0
04/04/2024,715000.0,75011,Appartement,56.0,2.0,,11,12768.0
30/04/2024,243000.0,75011,Appartement,26.0,2.0,,11,9346.0
19/04/2024,445000.0,75006,Appartement,22.0,1.0,,6,20227.0
26/04/2024,32568.0,75014,Appartement,27.0,1.0,,14,1206.0
29/04/2024,826140.0,75006,Appartement,80.0,3.0,,6,10327.0
15/04/2024,1980000.0,75014,Appartement,142.0,6.0,,14,13944.0
23/04/2024,295000.0,75015,Appartement,31.0,1.0,,15,9516.0
29/04/2024,827100.0,75007,Appartement,70.0,2.0,,7,11816.0
30/04/2024,402000.0,75012,Appartement,39.0,2.0,,12,10308.0
25/04/2024,875000.0,75015,Appartement,115.0,4.0,,15,7609.0
19/04/2024,103400.0,75011,Appartement,12.0,1.0,,11,8617.0
25/04/2024,285000.0,75013,Appartement,31.0,1.0,,13,9194.0
23/04/2024,210000.0,75015,Appartement,27.0,2.0,,15,7778.0
26/04/2024,880000.0,75013,Appartement,105.0,5.0,,13,8381.0
02/05/2024,495000.0,75012,Appartement,59.0,3.0,,12,8390.0
24/04/2024,1666375.0,75006,Appartement,97.0,3.0,,6,17179.0
25/04/2024,540000.0,75011,Appartement,51.0,4.0,,11,10588.0
25/04/2024,903000.0,75015,Appartement,42.0,2.0,,15,21500.0
25/04/2024,903000.0,75015,Appartement,44.0,3.0,,15,20523.0
03/05/2024,828000.0,75016,Appartement,88.0,2.0,,16,9409.0
19/04/2024,179000.0,75007,Appartement,18.0,1.0,,7,9944.0
02/05/2024,460000.0,75015,Local industriel. commercial ou assimilé,59.0,0.0,,15,7797.0
15/04/2024,230000.0,75012,Appartement,23.0,2.0,,12,10000.0
12/04/2024,252000.0,75014,Appartement,30.0,1.0,,14,8400.0
02/05/2024,215000.0,75015,Appartement,31.0,1.0,,15,6935.0
04/04/2024,1215000.0,75016,Appartement,86.0,4.0,,16,14128.0
15/04/2024,1351000.0,75005,Appartement,104.0,4.0,,5,12990.0
12/04/2024,105000.0,75015,Appartement,10.0,1.0,,15,10500.0
18/04/2024,345000.0,75013,Appartement,45.0,2.0,,13,7667.0
02/05/2024,405000.0,75015,Appartement,109.0,4.0,,15,3716.0
10/04/2024,390000.0,75014,Appartement,42.0,3.0,,14,9286.0
16/04/2024,2475000.0,75007,Appartement,210.0,7.0,,7,11786.0
16/04/2024,810000.0,75011,Appartement,65.0,3.0,,11,12462.0
11/04/2024,570000.0,75007,Appartement,45.0,2.0,,7,12667.0
17/04/2024,390000.0,75005,Local industriel. commercial ou assimilé,28.0,0.0,,5,13929.0
19/04/2024,210000.0,75006,Appartement,15.0,1.0,,6,14000.0
30/04/2024,2350000.0,75007,Appartement,158.0,5.0,,7,14873.0
30/04/2024,2350000.0,75007,Appartement,150.0,4.0,,7,15667.0
10/04/2024,301280.0,75015,Appartement,28.0,1.0,,15,10760.0
29/04/2024,480000.0,75006,Appartement,18.0,1.0,,6,26667.0
29/04/2024,480000.0,75006,Appartement,34.0,2.0,,6,14118.0
19/04/2024,1062050.0,75015,Appartement,103.0,5.0,,15,10311.0
17/04/2024,1250000.0,75006,Appartement,85.0,4.0,,6,14706.0
26/04/2024,11500000.0,75016,Local industriel. commercial ou assimilé,1318.0,0.0,,16,8725.0
25/04/2024,524000.0,75012,Appartement,64.0,3.0,,12,8188.0
24/04/2024,360000.0,75011,Appartement,19.0,1.0,,11,18947.0
24/04/2024,360000.0,75011,Appartement,12.0,1.0,,11,30000.0
12/04/2024,534000.0,75012,Appartement,49.0,2.0,,12,10898.0
02/05/2024,600500.0,75016,Appartement,54.0,3.0,,16,11120.0
25/04/2024,3349282.0,75006,Appartement,135.0,5.0,,6,24809.0
26/04/2024,1413800.0,75016,Appartement,104.0,4.0,,16,13594.0
23/04/2024,690000.0,75005,Appartement,54.0,3.0,,5,12778.0
28/03/2024,355000.0,75011,Appartement,46.0,2.0,,11,7717.0
22/04/2024,523600.0,75015,Appartement,53.0,3.0,,15,9879.0
29/04/2024,186000.0,75011,Appartement,24.0,1.0,,11,7750.0
19/04/2024,114285.0,75011,Appartement,15.0,1.0,,11,7619.0
25/04/2024,1170000.0,75012,Appartement,97.0,4.0,,12,12062.0
30/04/2024,670000.0,75011,Appartement,67.0,3.0,,11,10000.0
30/04/2024,200000.0,75015,Appartement,23.0,1.0,,15,8696.0
25/04/2024,465000.0,75014,Appartement,48.0,2.0,,14,9688.0
25/04/2024,819350.0,75016,Appartement,65.0,3.0,,16,12605.0
24/04/2024,885000.0,75015,Appartement,79.0,4.0,,15,11203.0
23/04/2024,387000.0,75006,Appartement,25.0,2.0,,6,15480.0
29/04/2024,870000.0,75011,Appartement,80.0,4.0,,11,10875.0
30/04/2024,1050000.0,75016,Appartement,91.0,4.0,,16,11538.0
23/04/2024,2380000.0,75006,Local industriel. commercial ou assimilé,197.0,0.0,,6,12081.0
19/04/2024,945750.0,75016,Appartement,100.0,3.0,,16,9458.0
24/04/2024,210000.0,75014,Appartement,16.0,1.0,,14,13125.0
22/04/2024,2447810.0,75016,Maison,270.0,10.0,222.0,16,9066.0
22/04/2024,2389740.0,75016,Appartement,181.0,6.0,,16,13203.0
23/04/2024,340000.0,75015,Appartement,33.0,1.0,,15,10303.0
24/04/2024,520000.0,75011,Appartement,59.0,2.0,,11,8814.0
09/04/2024,286700.0,75015,Appartement,31.0,1.0,,15,9248.0
03/05/2024,200000.0,75012,Appartement,25.0,1.0,,12,8000.0
11/04/2024,705000.0,75013,Local industriel. commercial ou assimilé,80.0,0.0,,13,8812.0
18/04/2024,485107.0,75015,Appartement,54.0,2.0,,15,8983.0
30/04/2024,735000.0,75016,Appartement,59.0,3.0,,16,12458.0
29/04/2024,2000000.0,75005,Appartement,177.0,6.0,,5,11299.0
22/04/2024,986483.5,75015,Appartement,111.0,4.0,,15,8887.0
09/04/2024,695000.0,75011,Appartement,50.0,3.0,,11,13900.0
29/04/2024,424000.0,75013,Appartement,68.0,3.0,,13,6235.0
26/04/2024,300000.0,75015,Appartement,34.0,2.0,,15,8824.0
02/05/2024,840000.0,75011,Appartement,70.0,1.0,,11,12000.0
29/04/2024,3200000.0,75016,Appartement,209.0,6.0,,16,15311.0
18/04/2024,904000.0,75016,Appartement,80.0,3.0,,16,11300.0
29/04/2024,696000.0,75015,Appartement,78.0,4.0,,15,8923.0
23/04/2024,243000.0,75011,Appartement,23.0,1.0,,11,10565.0
16/04/2024,152000.0,75012,Appartement,17.0,1.0,,12,8941.0
08/04/2024,307125.0,75013,Appartement,28.0,2.0,,13,10969.0
29/04/2024,280000.0,75006,Appartement,17.0,1.0,,6,16471.0
12/04/2024,907250.0,75011,Appartement,85.0,3.0,,11,10674.0
29/04/2024,1300000.0,75006,Appartement,89.0,4.0,,6,14607.0
18/04/2024,745000.0,75005,Appartement,58.0,4.0,,5,12845.0
30/04/2024,196067.0,75016,Appartement,22.0,1.0,,16,8912.0
25/04/2024,545000.0,75014,Appartement,61.0,3.0,,14,8934.0
30/04/2024,788000.0,75006,Appartement,48.0,2.0,,6,16417.0
30/04/2024,343476.0,75013,Appartement,32.0,1.0,,13,10734.0
05/04/2024,298000.0,75005,Appartement,23.0,1.0,,5,12957.0
29/04/2024,689800.0,75014,Appartement,55.0,2.0,,14,12542.0
12/04/2024,208000.0,75012,Appartement,6.0,1.0,,12,34667.0
02/05/2024,575000.0,75015,Appartement,76.0,3.0,,15,7566.0
12/04/2024,245000.0,75012,Appartement,32.0,2.0,,12,7656.0
11/04/2024,350000.0,75016,Appartement,24.0,1.0,,16,14583.0
18/04/2024,430000.0,75015,Appartement,55.0,3.0,,15,7818.0
17/04/2024,240000.0,75012,Appartement,39.0,2.0,,12,6154.0
30/04/2024,960000.0,75016,Appartement,76.0,3.0,,16,12632.0
30/04/2024,960000.0,75016,Appartement,80.0,3.0,,16,12000.0
30/04/2024,285000.0,75005,Appartement,25.0,1.0,,5,11400.0
19/04/2024,255000.0,75011,Appartement,23.0,1.0,,11,11087.0
19/04/2024,255000.0,75011,Appartement,23.0,1.0,,11,11087.0
30/04/2024,1420000.0,75007,Appartement,110.0,3.0,,7,12909.0
11/04/2024,225000.0,75007,Appartement,18.0,1.0,,7,12500.0
24/04/2024,135000.0,75012,Appartement,15.0,1.0,,12,9000.0
02/05/2024,429250.0,75011,Appartement,10.0,1.0,,11,42925.0
02/05/2024,429250.0,75011,Appartement,16.0,1.0,,11,26828.0
02/05/2024,429250.0,75011,Appartement,12.0,1.0,,11,35771.0
02/05/2024,719000.0,75015,Appartement,72.0,3.0,,15,9986.0
15/04/2024,3850000.0,75016,Appartement,150.0,6.0,,16,25667.0
19/04/2024,328160.0,75015,Appartement,24.0,2.0,,15,13673.0
29/04/2024,975000.0,75007,Appartement,36.0,2.0,,7,27083.0
29/04/2024,975000.0,75007,Appartement,45.0,1.0,,7,21667.0
15/04/2024,355000.0,75015,Appartement,39.0,2.0,,15,9103.0
17/04/2024,238095.0,75012,Appartement,29.0,2.0,,12,8210.0
24/04/2024,177000.0,75011,Local industriel. commercial ou assimilé,22.0,0.0,,11,8045.0
11/04/2024,605000.0,75012,Appartement,56.0,3.0,,12,10804.0
25/04/2024,738000.0,75006,Local industriel. commercial ou assimilé,55.0,0.0,,6,13418.0
25/04/2024,429000.0,75006,Appartement,37.0,2.0,,6,11595.0
18/04/2024,145000.0,75011,Appartement,15.0,1.0,,11,9667.0
30/04/2024,106400.0,75012,Appartement,19.0,1.0,,12,5600.0
29/04/2024,145800.0,75016,Appartement,29.0,1.0,,16,5028.0
02/05/2024,534100.0,75005,Appartement,43.0,2.0,,5,12421.0
24/04/2024,815000.0,75016,Appartement,80.0,2.0,,16,10188.0
23/04/2024,535000.0,75015,Appartement,70.0,4.0,,15,7643.0
26/04/2024,1786100.0,75016,Appartement,130.0,5.0,,16,13739.0
26/04/2024,222100.0,75011,Appartement,26.0,2.0,,11,8542.0
29/04/2024,780000.0,75015,Appartement,96.0,2.0,,15,8125.0
29/04/2024,515050.0,75012,Appartement,71.0,2.0,,12,7254.0
03/05/2024,190909.0,75015,Local industriel. commercial ou assimilé,20.0,0.0,,15,9545.0
24/04/2024,168000.0,75011,Appartement,19.0,1.0,,11,8842.0
26/04/2024,179000.0,75012,Appartement,12.0,1.0,,12,14917.0
30/04/2024,445170.0,75015,Appartement,47.0,2.0,,15,9472.0
29/04/2024,155000.0,75015,Appartement,18.0,1.0,,15,8611.0
26/04/2024,251500.0,75012,Appartement,24.0,1.0,,12,10479.0
26/04/2024,183000.0,75005,Appartement,17.0,1.0,,5,10765.0
22/04/2024,779000.0,75012,Appartement,78.0,4.0,,12,9987.0
18/04/2024,170000.0,75011,Appartement,14.0,1.0,,11,12143.0
02/05/2024,1005000.0,75012,Appartement,94.0,4.0,,12,10691.0
26/04/2024,600000.0,75012,Appartement,78.0,4.0,,12,7692.0
06/05/2024,620000.0,75016,Appartement,47.0,2.0,,16,13191.0
09/04/2024,1231842.0,75015,Appartement,133.0,4.0,,15,9262.0
15/04/2024,560000.0,75005,Appartement,53.0,3.0,,5,10566.0
11/04/2024,290000.0,75006,Appartement,21.0,1.0,,6,13810.0
30/04/2024,331500.0,75016,Appartement,31.0,1.0,,16,10694.0
02/05/2024,157000.0,75012,Appartement,17.0,1.0,,12,9235.0
25/04/2024,405000.0,75013,Appartement,46.0,2.0,,13,8804.0
17/04/2024,230000.0,75016,Appartement,12.0,1.0,,16,19167.0
17/04/2024,230000.0,75016,Appartement,15.0,1.0,,16,15333.0
30/04/2024,1095238.0,75016,Appartement,120.0,2.0,,16,9127.0
02/05/2024,183600.0,75014,Appartement,18.0,2.0,,14,10200.0
02/05/2024,445000.0,75011,Appartement,40.0,2.0,,11,11125.0
16/04/2024,485000.0,75015,Appartement,48.0,2.0,,15,10104.0
02/05/2024,117000.0,75015,Appartement,15.0,1.0,,15,7800.0
08/04/2024,275000.0,75013,Appartement,35.0,1.0,,13,7857.0
23/04/2024,3933200.0,75016,Appartement,282.0,7.0,,16,13948.0
02/05/2024,222000.0,75011,Appartement,22.0,1.0,,11,10091.0
16/04/2024,527000.0,75015,Appartement,64.0,3.0,,15,8234.0
22/04/2024,835500.0,75013,Appartement,75.0,3.0,,13,11140.0
23/04/2024,302000.0,75014,Appartement,35.0,2.0,,14,8629.0
22/04/2024,320000.0,75005,Appartement,27.0,1.0,,5,11852.0
24/04/2024,442500.0,75014,Appartement,70.0,3.0,,14,6321.0
25/04/2024,120000.0,75011,Appartement,17.0,1.0,,11,7059.0
26/04/2024,327000.0,75016,Appartement,61.0,2.0,,16,5361.0
11/04/2024,340500.0,75015,Appartement,37.0,2.0,,15,9203.0
19/04/2024,367200.0,75011,Appartement,33.0,1.0,,11,11127.0
12/04/2024,888000.0,75011,Appartement,99.0,4.0,,11,8970.0
11/04/2024,1210000.0,75016,Appartement,70.0,3.0,,16,17286.0
02/05/2024,300000.0,75012,Appartement,36.0,2.0,,12,8333.0
02/05/2024,300000.0,75012,Local industriel. commercial ou assimilé,20.0,0.0,,12,15000.0
26/04/2024,75000.0,75013,Appartement,17.0,1.0,,13,4412.0
24/04/2024,1000000.0,75016,Appartement,160.0,6.0,,16,6250.0
15/04/2024,749400.0,75015,Appartement,106.0,4.0,,15,7070.0
25/04/2024,903000.0,75016,Appartement,112.0,4.0,,16,8062.0
18/04/2024,872500.0,75015,Appartement,38.0,2.0,,15,22961.0
18/04/2024,872500.0,75015,Appartement,80.0,3.0,,15,10906.0
17/04/2024,689700.0,75016,Appartement,60.0,3.0,,16,11495.0
25/04/2024,410000.0,75011,Appartement,41.0,2.0,,11,10000.0
26/04/2024,84500.0,75016,Appartement,9.0,1.0,,16,9389.0
22/04/2024,297271.0,75011,Appartement,20.0,1.0,,11,14864.0
29/04/2024,450000.0,75013,Local industriel. commercial ou assimilé,129.0,0.0,,13,3488.0
24/04/2024,599000.0,75015,Appartement,59.0,3.0,,15,10153.0
08/04/2024,85000.0,75014,Local industriel. commercial ou assimilé,6.0,0.0,,14,14167.0
25/04/2024,630000.0,75016,Appartement,67.0,3.0,,16,9403.0
11/04/2024,185000.0,75006,Appartement,15.0,1.0,,6,12333.0
24/04/2024,760000.0,75013,Appartement,94.0,3.0,,13,8085.0
15/04/2024,975000.0,75013,Appartement,102.0,3.0,,13,9559.0
23/04/2024,385000.0,75006,Appartement,45.0,2.0,,6,8556.0
29/04/2024,459000.0,75013,Appartement,71.0,3.0,,13,6465.0
16/04/2024,168000.0,75011,Appartement,25.0,2.0,,11,6720.0
22/04/2024,250000.0,75012,Appartement,27.0,1.0,,12,9259.0
30/04/2024,576700.0,75015,Appartement,45.0,3.0,,15,12816.0
07/05/2024,180000.0,75016,Appartement,35.0,1.0,,16,5143.0
17/04/2024,550000.0,75012,Appartement,60.0,3.0,,12,9167.0
22/04/2024,875000.0,75016,Appartement,78.0,3.0,,16,11218.0
30/04/2024,216000.0,75015,Appartement,27.0,1.0,,15,8000.0
02/05/2024,115000.0,75014,Appartement,15.0,1.0,,14,7667.0
26/04/2024,415000.0,75012,Appartement,45.0,2.0,,12,9222.0
22/04/2024,2450000.0,75016,Maison,161.0,8.0,157.0,16,15217.0
26/04/2024,460000.0,75014,Local industriel. commercial ou assimilé,72.0,0.0,,14,6389.0
23/04/2024,245000.0,75011,Appartement,25.0,1.0,,11,9800.0
10/04/2024,680000.0,75013,Appartement,74.0,3.0,,13,9189.0
22/04/2024,135000.0,75013,Appartement,13.0,1.0,,13,10385.0
03/05/2024,1824000.0,75006,Appartement,135.0,7.0,,6,13511.0
26/04/2024,790000.0,75012,Appartement,98.0,5.0,,12,8061.0
18/04/2024,371800.0,75015,Appartement,42.0,2.0,,15,8852.0
26/04/2024,240000.0,75016,Appartement,23.0,1.0,,16,10435.0
23/04/2024,315000.0,75012,Appartement,33.0,2.0,,12,9545.0
22/04/2024,3700000.0,75007,Appartement,175.0,5.0,,7,21143.0
25/04/2024,433800.0,75011,Appartement,48.0,2.0,,11,9038.0
15/04/2024,1970000.0,75016,Appartement,177.0,5.0,,16,11130.0
22/04/2024,232690.0,75015,Appartement,18.0,1.0,,15,12927.0
16/04/2024,550000.0,75006,Local industriel. commercial ou assimilé,50.0,0.0,,6,11000.0
02/05/2024,275000.0,75014,Appartement,25.0,1.0,,14,11000.0
29/04/2024,710500.0,75012,Appartement,80.0,4.0,,12,8881.0
30/04/2024,1750000.0,75016,Appartement,150.0,5.0,,16,11667.0
25/04/2024,365000.0,75016,Appartement,39.0,1.0,,16,9359.0
22/04/2024,590000.0,75016,Appartement,68.0,3.0,,16,8676.0
02/05/2024,352915.0,75015,Appartement,52.0,2.0,,15,6787.0
03/05/2024,374000.0,75012,Appartement,43.0,3.0,,12,8698.0
30/04/2024,108000.0,75011,Appartement,8.0,1.0,,11,13500.0
22/04/2024,687160.0,75011,Appartement,89.0,3.0,,11,7721.0
30/04/2024,318000.0,75015,Appartement,32.0,1.0,,15,9938.0
08/04/2024,165000.0,75005,Appartement,18.0,1.0,,5,9167.0
25/04/2024,875000.0,75015,Appartement,56.0,2.0,,15,15625.0
25/04/2024,875000.0,75015,Appartement,25.0,2.0,,15,35000.0
19/04/2024,469600.0,75005,Appartement,38.0,2.0,,5,12358.0
19/04/2024,469600.0,75005,Appartement,36.0,2.0,,5,13044.0
