date_mutation,valeur_fonciere,code_postal,type_local,surface_m2,nb_pieces,surface_terrain,arrondissement,prix_m2
22/03/2024,83500.0,75018,Appartement,10.0,1.0,,18,8350.0
18/04/2024,309877.0,75020,Appartement,32.0,2.0,,20,9684.0
15/04/2024,1345800.0,75009,Appartement,113.0,4.0,,9,11910.0
09/04/2024,1000000.0,75008,Appartement,70.0,2.0,,8,14286.0
02/04/2024,293000.0,75018,Appartement,33.0,2.0,,18,8879.0
03/04/2024,833333.0,75017,Appartement,85.0,3.0,,17,9804.0
12/04/2024,750800.0,75020,Appartement,75.0,3.0,,20,10011.0
12/04/2024,230000.0,75017,Appartement,18.0,1.0,,17,12778.0
11/04/2024,140000.0,75020,Appartement,17.0,1.0,,20,8235.0
02/04/2024,295000.0,75003,Appartement,89.0,3.0,,3,3315.0
19/03/2024,370000.0,75019,Appartement,41.0,2.0,,19,9024.0
11/04/2024,638750.0,75017,Appartement,50.0,3.0,,17,12775.0
21/03/2024,305000.0,75018,Appartement,39.0,2.0,,18,7821.0
18/04/2024,850000.0,75019,Appartement,88.0,4.0,,19,9659.0
09/04/2024,1815200.0,75017,Appartement,160.0,5.0,,17,11345.0
05/04/2024,282350.0,75020,Appartement,34.0,2.0,,20,8304.0
16/04/2024,153000.0,75020,Appartement,19.0,1.0,,20,8053.0
25/03/2024,2780000.0,75008,Appartement,297.0,5.0,,8,9360.0
09/04/2024,1200000.0,75018,Local industriel. commercial ou assimilé,184.0,0.0,,18,6522.0
29/03/2024,511700.0,75017,Appartement,55.0,2.0,,17,9304.0
02/04/2024,245000.0,75017,Appartement,27.0,2.0,,17,9074.0
03/04/2024,198570.0,75018,Appartement,29.0,1.0,,18,6847.0
02/04/2024,400000.0,75002,Local industriel. commercial ou assimilé,235.0,0.0,,2,1702.0
19/04/2024,170000.0,75017,Appartement,20.0,1.0,,17,8500.0
11/04/2024,385000.0,75018,Appartement,43.0,3.0,,18,8953.0
15/04/2024,156000.0,75018,Appartement,15.0,1.0,,18,10400.0
26/03/2024,647000.0,75001,Local industriel. commercial ou assimilé,25.0,0.0,,1,25880.0
10/04/2024,335000.0,75018,Appartement,33.0,2.0,,18,10152.0
17/04/2024,120000.0,75008,Appartement,16.0,1.0,,8,7500.0
04/04/2024,233000.0,75018,Appartement,35.0,1.0,,18,6657.0
08/04/2024,430000.0,75019,Appartement,68.0,3.0,,19,6324.0
02/04/2024,430500.0,75020,Appartement,57.0,3.0,,20,7553.0
21/03/2024,376000.0,75017,Appartement,36.0,2.0,,17,10444.0
08/04/2024,1096500.0,75010,Appartement,128.0,5.0,,10,8566.0
18/04/2024,100000.0,75002,Appartement,37.0,2.0,,2,2703.0
17/04/2024,750000.0,75002,Appartement,55.0,2.0,,2,13636.0
21/03/2024,272000.0,75020,Appartement,36.0,2.0,,20,7556.0
19/04/2024,570000.0,75017,Appartement,63.0,4.0,,17,9048.0
15/04/2024,194162.0,75018,Appartement,13.0,1.0,,18,14936.0
05/04/2024,154000.0,75017,Appartement,19.0,1.0,,17,8105.0
15/04/2024,390000.0,75018,Appartement,65.0,2.0,,18,6000.0
19/04/2024,363400.0,75009,Appartement,32.0,1.0,,9,11356.0
12/04/2024,583100.0,75002,Appartement,44.0,2.0,,2,13252.0
17/04/2024,1260000.0,75004,Appartement,84.0,4.0,,4,15000.0
03/04/2024,190000.0,75010,Appartement,24.0,2.0,,10,7917.0
05/04/2024,300000.0,75017,Appartement,30.0,2.0,,17,10000.0
27/03/2024,275850.0,75017,Appartement,28.0,2.0,,17,9852.0
29/03/2024,200000.0,75020,Appartement,28.0,1.0,,20,7143.0
15/04/2024,270000.0,75018,Appartement,28.0,2.0,,18,9643.0
08/04/2024,230000.0,75010,Appartement,26.0,1.0,,10,8846.0
10/04/2024,200000.0,75018,Appartement,28.0,1.0,,18,7143.0
16/04/2024,210000.0,75019,Appartement,23.0,1.0,,19,9130.0
09/04/2024,165000.0,75019,Appartement,20.0,1.0,,19,8250.0
17/04/2024,500000.0,75010,Appartement,59.0,3.0,,10,8475.0
16/04/2024,110000.0,75018,Appartement,11.0,1.0,,18,10000.0
15/04/2024,454000.0,75019,Appartement,54.0,2.0,,19,8407.0
03/04/2024,140000.0,75003,Appartement,19.0,2.0,,3,7368.0
29/03/2024,614620.0,75019,Appartement,95.0,5.0,,19,6470.0
18/04/2024,450000.0,75017,Appartement,50.0,2.0,,17,9000.0
11/04/2024,225000.0,75018,Appartement,20.0,1.0,,18,11250.0
05/04/2024,273000.0,75018,Appartement,31.0,3.0,,18,8806.0
11/04/2024,297500.0,75008,Appartement,25.0,1.0,,8,11900.0
11/04/2024,594090.0,75020,Appartement,50.0,3.0,,20,11882.0
10/04/2024,335000.0,75017,Appartement,28.0,2.0,,17,11964.0
18/04/2024,375000.0,75020,Appartement,38.0,2.0,,20,9868.0
17/04/2024,633000.0,75009,Appartement,63.0,3.0,,9,10048.0
19/04/2024,470000.0,75010,Appartement,51.0,2.0,,10,9216.0
22/04/2024,517000.0,75004,Appartement,41.0,3.0,,4,12610.0
16/04/2024,451000.0,75017,Appartement,35.0,2.0,,17,12886.0
15/04/2024,394000.0,75017,Appartement,46.0,2.0,,17,8565.0
17/04/2024,1038850.0,75008,Appartement,70.0,2.0,,8,14841.0
26/03/2024,346000.0,75020,Appartement,46.0,2.0,,20,7522.0
05/04/2024,260000.0,75018,Appartement,26.0,1.0,,18,10000.0
14/03/2024,119000.0,75020,Appartement,15.0,1.0,,20,7933.0
04/04/2024,265000.0,75018,Appartement,33.0,2.0,,18,8030.0
19/04/2024,284500.0,75018,Appartement,30.0,2.0,,18,9483.0
15/04/2024,250000.0,75019,Appartement,29.0,1.0,,19,8621.0
28/03/2024,203000.0,75017,Appartement,22.0,2.0,,17,9227.0
12/04/2024,265000.0,75018,Appartement,34.0,3.0,,18,7794.0
12/04/2024,405000.0,75018,Appartement,28.0,2.0,,18,14464.0
09/04/2024,170000.0,75017,Appartement,24.0,2.0,,17,7083.0
15/04/2024,133000.0,75018,Appartement,14.0,1.0,,18,9500.0
16/04/2024,895000.0,75017,Appartement,100.0,5.0,,17,8950.0
12/04/2024,180000.0,75020,Appartement,25.0,1.0,,20,7200.0
09/04/2024,184000.0,75018,Appartement,27.0,2.0,,18,6815.0
15/04/2024,199000.0,75018,Appartement,18.0,1.0,,18,11056.0
22/04/2024,250000.0,75008,Appartement,20.0,1.0,,8,12500.0
19/04/2024,1005000.0,75010,Appartement,120.0,3.0,,10,8375.0
04/04/2024,231000.0,75010,Appartement,25.0,1.0,,10,9240.0
12/04/2024,230000.0,75018,Appartement,25.0,1.0,,18,9200.0
25/03/2024,190000.0,75008,Appartement,20.0,2.0,,8,9500.0
25/03/2024,190000.0,75008,Appartement,20.0,1.0,,8,9500.0
05/04/2024,731000.0,75020,Appartement,100.0,3.0,,20,7310.0
04/04/2024,318000.0,75020,Appartement,38.0,2.0,,20,8368.0
15/04/2024,1420000.0,75009,Appartement,91.0,4.0,,9,15604.0
10/04/2024,410000.0,75010,Appartement,56.0,3.0,,10,7321.0
05/04/2024,245000.0,75009,Appartement,30.0,2.0,,9,8167.0
25/03/2024,500000.0,75018,Appartement,55.0,5.0,,18,9091.0
04/04/2024,403650.0,75017,Appartement,34.0,1.0,,17,11872.0
18/04/2024,464000.0,75010,Local industriel. commercial ou assimilé,50.0,0.0,,10,9280.0
22/04/2024,785000.0,75020,Appartement,120.0,6.0,,20,6542.0
10/04/2024,300000.0,75009,Appartement,45.0,2.0,,9,6667.0
19/04/2024,792750.0,75017,Appartement,75.0,4.0,,17,10570.0
10/04/2024,325000.0,75018,Appartement,31.0,2.0,,18,10484.0
02/04/2024,165000.0,75018,Appartement,15.0,1.0,,18,11000.0
03/04/2024,255000.0,75004,Appartement,23.0,1.0,,4,11087.0
22/04/2024,535245.0,75019,Appartement,50.0,3.0,,19,10705.0
29/03/2024,272000.0,75018,Appartement,36.0,2.0,,18,7556.0
02/04/2024,700000.0,75001,Appartement,65.0,2.0,,1,10769.0
04/04/2024,185000.0,75010,Appartement,24.0,2.0,,10,7708.0
09/04/2024,212000.0,75018,Appartement,40.0,2.0,,18,5300.0
16/04/2024,280000.0,75017,Appartement,25.0,2.0,,17,11200.0
27/03/2024,311000.0,75019,Appartement,42.0,3.0,,19,7405.0
22/04/2024,152000.0,75017,Appartement,16.0,1.0,,17,9500.0
17/04/2024,182500.0,75019,Appartement,29.0,1.0,,19,6293.0
22/04/2024,841701.0,75001,Appartement,53.0,2.0,,1,15881.0
18/04/2024,264000.0,75017,Appartement,35.0,2.0,,17,7543.0
04/04/2024,1288000.0,75017,Maison,103.0,4.0,,17,12505.0
29/03/2024,88000.0,75017,Appartement,13.0,1.0,,17,6769.0
26/03/2024,1090000.0,75009,Appartement,98.0,4.0,,9,11122.0
25/03/2024,206000.0,75018,Appartement,28.0,2.0,,18,7357.0
18/04/2024,120000.0,75018,Appartement,16.0,1.0,,18,7500.0
16/04/2024,1080000.0,75020,Appartement,118.0,4.0,,20,9153.0
17/04/2024,272000.0,75017,Appartement,25.0,2.0,,17,10880.0
16/04/2024,426445.0,75019,Appartement,55.0,2.0,,19,7754.0
22/04/2024,596140.0,75017,Appartement,49.0,3.0,,17,12166.0
15/04/2024,450000.0,75003,Appartement,27.0,2.0,,3,16667.0
08/04/2024,320000.0,75009,Appartement,78.0,3.0,,9,4103.0
28/03/2024,514500.0,75020,Appartement,66.0,3.0,,20,7795.0
05/04/2024,1700000.0,75008,Appartement,43.0,2.0,,8,39535.0
05/04/2024,1700000.0,75008,Appartement,73.0,2.0,,8,23288.0
10/04/2024,290000.0,75009,Appartement,91.0,4.0,,9,3187.0
10/04/2024,290000.0,75009,Appartement,35.0,2.0,,9,8286.0
03/04/2024,95000.0,75017,Appartement,10.0,1.0,,17,9500.0
18/04/2024,517000.0,75017,Appartement,66.0,3.0,,17,7833.0
15/04/2024,305000.0,75017,Appartement,28.0,1.0,,17,10893.0
09/04/2024,12100000.0,75001,Local industriel. commercial ou assimilé,760.0,0.0,,1,15921.0
08/04/2024,620000.0,75020,Appartement,68.0,3.0,,20,9118.0
22/04/2024,215000.0,75018,Appartement,22.0,2.0,,18,9773.0
28/03/2024,610000.0,75009,Local industriel. commercial ou assimilé,18.0,0.0,,9,33889.0
28/03/2024,610000.0,75009,Appartement,76.0,3.0,,9,8026.0
03/04/2024,603800.0,75017,Appartement,57.0,3.0,,17,10593.0
03/04/2024,345600.0,75009,Appartement,33.0,2.0,,9,10473.0
05/04/2024,122000.0,75018,Appartement,16.0,1.0,,18,7625.0
11/04/2024,340000.0,75017,Appartement,41.0,2.0,,17,8293.0
15/04/2024,225000.0,75018,Appartement,26.0,1.0,,18,8654.0
22/04/2024,334465.0,75018,Appartement,34.0,2.0,,18,9837.0
22/04/2024,320000.0,75018,Appartement,35.0,0.0,,18,9143.0
10/04/2024,372770.0,75018,Appartement,49.0,2.0,,18,7608.0
22/04/2024,1580000.0,75008,Appartement,125.0,3.0,,8,12640.0
22/04/2024,664400.0,75001,Appartement,55.0,2.0,,1,12080.0
05/04/2024,1295000.0,75009,Appartement,101.0,4.0,,9,12822.0
17/04/2024,80000.0,75019,Appartement,16.0,1.0,,19,5000.0
22/04/2024,315000.0,75017,Appartement,27.0,1.0,,17,11667.0
26/03/2024,975000.0,75019,Appartement,83.0,3.0,,19,11747.0
18/04/2024,1390200.0,75001,Local industriel. commercial ou assimilé,131.0,0.0,,1,10612.0
18/04/2024,765000.0,75001,Local industriel. commercial ou assimilé,76.0,0.0,,1,10066.0
18/04/2024,1750000.0,75001,Local industriel. commercial ou assimilé,122.0,0.0,,1,14344.0
12/04/2024,705500.0,75017,Appartement,68.0,2.0,,17,10375.0
15/04/2024,335000.0,75010,Appartement,39.0,1.0,,10,8590.0
19/04/2024,158600.0,75018,Appartement,16.0,1.0,,18,9912.0
22/04/2024,733500.0,75019,Appartement,86.0,4.0,,19,8529.0
16/04/2024,720000.0,75004,Local industriel. commercial ou assimilé,70.0,0.0,,4,10286.0
23/04/2024,462720.0,75008,Appartement,40.0,3.0,,8,11568.0
03/04/2024,375000.0,75010,Appartement,84.0,4.0,,10,4464.0
02/04/2024,595200.0,75017,Appartement,55.0,3.0,,17,10822.0
04/04/2024,1750000.0,75008,Local industriel. commercial ou assimilé,60.0,0.0,,8,29167.0
02/04/2024,200000.0,75010,Appartement,16.0,1.0,,10,12500.0
15/04/2024,711538.4,75009,Appartement,57.0,3.0,,9,12483.0
11/04/2024,351000.0,75009,Appartement,28.0,2.0,,9,12536.0
08/04/2024,488380.0,75017,Appartement,41.0,2.0,,17,11912.0
28/03/2024,2335000.0,75017,Appartement,250.0,7.0,,17,9340.0
09/04/2024,233000.0,75017,Appartement,24.0,1.0,,17,9708.0
17/04/2024,730000.0,75008,Appartement,72.0,4.0,,8,10139.0
20/03/2024,634620.0,75004,Appartement,50.0,3.0,,4,12692.0
04/04/2024,150000.0,75018,Appartement,18.0,1.0,,18,8333.0
12/04/2024,215000.0,75018,Appartement,24.0,1.0,,18,8958.0
15/04/2024,123000.0,75018,Appartement,12.0,1.0,,18,10250.0
23/04/2024,420000.0,75020,Appartement,74.0,3.0,,20,5676.0
10/04/2024,199800.0,75010,Appartement,23.0,2.0,,10,8687.0
23/04/2024,500000.0,75008,Appartement,39.0,2.0,,8,12821.0
18/04/2024,326000.0,75018,Appartement,22.0,2.0,,18,14818.0
29/03/2024,232000.0,75009,Appartement,14.0,1.0,,9,16571.0
19/03/2024,381900.0,75019,Appartement,41.0,2.0,,19,9315.0
17/04/2024,784000.0,75019,Appartement,89.0,3.0,,19,8809.0
11/04/2024,997000.0,75017,Appartement,90.0,4.0,,17,11078.0
28/03/2024,500000.0,75003,Appartement,41.0,2.0,,3,12195.0
16/04/2024,190000.0,75002,Appartement,30.0,2.0,,2,6333.0
11/04/2024,345000.0,75018,Local industriel. commercial ou assimilé,42.0,0.0,,18,8214.0
10/04/2024,700000.0,75019,Appartement,72.0,3.0,,19,9722.0
16/04/2024,367000.0,75018,Appartement,36.0,2.0,,18,10194.0
17/04/2024,278000.0,75020,Appartement,38.0,2.0,,20,7316.0
24/04/2024,281500.0,75020,Appartement,35.0,2.0,,20,8043.0
22/04/2024,536100.0,75017,Appartement,65.0,3.0,,17,8248.0
28/03/2024,66000.0,75001,Appartement,15.0,1.0,,1,4400.0
10/04/2024,800000.0,75017,Local industriel. commercial ou assimilé,42.0,0.0,,17,19048.0
08/04/2024,290000.0,75008,Local industriel. commercial ou assimilé,28.0,0.0,,8,10357.0
11/04/2024,217000.0,75020,Appartement,29.0,2.0,,20,7483.0
11/04/2024,173000.0,75010,Appartement,18.0,2.0,,10,9611.0
28/03/2024,1277297.0,75002,Appartement,82.0,3.0,,2,15577.0
12/04/2024,2125165.0,75017,Appartement,179.0,5.0,,17,11872.0
11/04/2024,174340.0,75003,Appartement,16.0,1.0,,3,10896.0
08/04/2024,250000.0,75010,Appartement,14.0,2.0,,10,17857.0
18/04/2024,479200.0,75017,Appartement,50.0,3.0,,17,9584.0
19/04/2024,1481450.0,75010,Appartement,187.0,7.0,,10,7922.0
27/03/2024,425000.0,75018,Appartement,49.0,2.0,,18,8673.0
27/03/2024,430000.0,75002,Appartement,37.0,2.0,,2,11622.0
28/03/2024,377500.0,75010,Appartement,35.0,2.0,,10,10786.0
11/04/2024,30578724.0,75009,Local industriel. commercial ou assimilé,2666.0,0.0,,9,11470.0
11/04/2024,3856636.2,75008,Local industriel. commercial ou assimilé,1430.0,0.0,324.0,8,2697.0
11/04/2024,6817883.5,75017,Local industriel. commercial ou assimilé,1673.0,0.0,,17,4075.0
12/04/2024,200000.0,75018,Appartement,24.0,1.0,,18,8333.0
11/04/2024,154100.0,75010,Appartement,10.0,1.0,,10,15410.0
28/03/2024,240000.0,75018,Appartement,30.0,2.0,,18,8000.0
17/04/2024,184100.0,75020,Appartement,22.0,2.0,,20,8368.0
05/04/2024,1040100.0,75018,Appartement,66.0,3.0,,18,15759.0
26/03/2024,159000.0,75003,Appartement,15.0,1.0,,3,10600.0
14/03/2024,450000.0,75019,Appartement,80.0,5.0,,19,5625.0
02/04/2024,1147528.0,75004,Appartement,28.0,1.0,,4,40983.0
18/04/2024,98815.0,75017,Appartement,10.0,1.0,,17,9882.0
12/04/2024,463360.0,75010,Appartement,60.0,3.0,,10,7723.0
16/04/2024,495000.0,75017,Appartement,51.0,2.0,,17,9706.0
18/04/2024,676000.0,75008,Local industriel. commercial ou assimilé,52.0,0.0,,8,13000.0
24/04/2024,93250.0,75017,Appartement,11.0,1.0,,17,8477.0
09/04/2024,250000.0,75020,Appartement,29.0,2.0,,20,8621.0
29/03/2024,201200.0,75018,Appartement,24.0,1.0,,18,8383.0
03/04/2024,362595.0,75010,Appartement,37.0,2.0,,10,9800.0
28/03/2024,207000.0,75009,Appartement,17.0,1.0,,9,12176.0
18/04/2024,305000.0,75010,Appartement,36.0,1.0,,10,8472.0
02/04/2024,893000.0,75009,Appartement,91.0,4.0,,9,9813.0
08/04/2024,220000.0,75010,Appartement,31.0,1.0,,10,7097.0
25/04/2024,305900.0,75017,Appartement,28.0,2.0,,17,10925.0
19/04/2024,426797.0,75009,Appartement,48.0,3.0,,9,8892.0
05/04/2024,600350.0,75001,Appartement,30.0,2.0,,1,20012.0
19/04/2024,325000.0,75018,Appartement,35.0,1.0,,18,9286.0
08/04/2024,750000.0,75003,Appartement,42.0,2.0,,3,17857.0
22/04/2024,1449000.0,75008,Appartement,105.0,5.0,,8,13800.0
28/03/2024,111100.0,75004,Appartement,18.0,1.0,,4,6172.0
22/04/2024,15400000.0,75001,Local industriel. commercial ou assimilé,913.0,0.0,,1,16867.0
24/04/2024,674000.0,75017,Appartement,49.0,2.0,,17,13755.0
18/04/2024,167000.0,75009,Appartement,20.0,1.0,,9,8350.0
08/04/2024,435000.0,75010,Appartement,60.0,3.0,,10,7250.0
08/04/2024,424200.0,75017,Appartement,35.0,2.0,,17,12120.0
17/04/2024,170000.0,75009,Appartement,14.0,1.0,,9,12143.0
18/04/2024,125000.0,75018,Appartement,20.0,1.0,,18,6250.0
22/04/2024,264000.0,75018,Appartement,45.0,3.0,,18,5867.0
25/04/2024,332500.0,75017,Appartement,39.0,2.0,,17,8526.0
22/04/2024,350000.0,75002,Appartement,50.0,2.0,,2,7000.0
19/04/2024,215000.0,75019,Appartement,26.0,2.0,,19,8269.0
23/04/2024,728000.0,75008,Appartement,90.0,3.0,,8,8089.0
04/04/2024,30800.0,75008,Local industriel. commercial ou assimilé,25.0,0.0,,8,1232.0
11/04/2024,28000.0,75020,Local industriel. commercial ou assimilé,12.0,0.0,,20,2333.0
11/04/2024,28000.0,75020,Local industriel. commercial ou assimilé,11.0,0.0,,20,2545.0
22/04/2024,530000.0,75019,Appartement,65.0,4.0,,19,8154.0
22/04/2024,1705000.0,75004,Appartement,125.0,3.0,,4,13640.0
22/04/2024,833000.0,75010,Appartement,83.0,4.0,,10,10036.0
25/04/2024,152500.0,75010,Appartement,16.0,1.0,,10,9531.0
15/04/2024,260000.0,75009,Appartement,35.0,2.0,,9,7429.0
15/04/2024,260000.0,75009,Appartement,25.0,1.0,,9,10400.0
28/03/2024,440000.0,75018,Appartement,43.0,3.0,,18,10233.0
29/03/2024,190000.0,75018,Local industriel. commercial ou assimilé,25.0,0.0,,18,7600.0
22/04/2024,210000.0,75019,Appartement,28.0,2.0,,19,7500.0
05/04/2024,456700.0,75018,Appartement,54.0,2.0,,18,8457.0
16/04/2024,250000.0,75009,Appartement,20.0,1.0,,9,12500.0
24/04/2024,325000.0,75020,Appartement,40.0,2.0,,20,8125.0
02/04/2024,185000.0,75018,Appartement,30.0,1.0,,18,6167.0
02/04/2024,2471276.5,75019,Local industriel. commercial ou assimilé,740.0,0.0,193.0,19,3340.0
11/04/2024,296500.0,75020,Appartement,38.0,2.0,,20,7803.0
10/04/2024,216500.0,75019,Appartement,25.0,2.0,,19,8660.0
15/04/2024,1713700.0,75003,Appartement,105.0,4.0,,3,16321.0
10/04/2024,373500.0,75017,Appartement,40.0,2.0,,17,9338.0
23/04/2024,171500.0,75018,Appartement,18.0,1.0,,18,9528.0
25/03/2024,553970.0,75017,Appartement,55.0,2.0,,17,10072.0
12/04/2024,1988600.0,75008,Appartement,170.0,6.0,,8,11698.0
12/04/2024,548000.0,75009,Appartement,53.0,3.0,,9,10340.0
15/04/2024,826052.0,75010,Appartement,81.0,4.0,,10,10198.0
12/04/2024,235000.0,75020,Appartement,25.0,1.0,,20,9400.0
15/04/2024,1200000.0,75003,Appartement,78.0,3.0,,3,15385.0
10/04/2024,957500.0,75010,Local industriel. commercial ou assimilé,161.0,0.0,,10,5947.0
12/04/2024,3417000.0,75008,Appartement,236.0,6.0,,8,14479.0
17/04/2024,390000.0,75008,Local industriel. commercial ou assimilé,40.0,0.0,,8,9750.0
12/04/2024,200000.0,75020,Appartement,20.0,1.0,,20,10000.0
12/04/2024,645000.0,75017,Appartement,59.0,2.0,,17,10932.0
15/04/2024,245000.0,75019,Appartement,23.0,1.0,,19,10652.0
11/04/2024,270000.0,75018,Appartement,33.0,2.0,,18,8182.0
24/04/2024,1159150.0,75017,Appartement,85.0,4.0,,17,13637.0
08/04/2024,49500.0,75019,Appartement,8.0,1.0,,19,6188.0
18/04/2024,290000.0,75019,Appartement,30.0,2.0,,19,9667.0
23/04/2024,921600.0,75017,Appartement,80.0,3.0,,17,11520.0
23/04/2024,871000.0,75010,Appartement,77.0,4.0,,10,11312.0
04/04/2024,335000.0,75018,Appartement,40.0,1.0,,18,8375.0
13/03/2024,160000.0,75020,Appartement,33.0,1.0,,20,4848.0
02/04/2024,160378.0,75002,Appartement,24.0,1.0,,2,6682.0
22/04/2024,1418150.0,75009,Appartement,106.0,4.0,,9,13379.0
25/04/2024,1782262.6,75002,Appartement,190.0,2.0,,2,9380.0
25/04/2024,1782262.6,75002,Local industriel. commercial ou assimilé,692.0,0.0,,2,2576.0
08/04/2024,795000.0,75017,Appartement,78.0,4.0,,17,10192.0
09/04/2024,824750.0,75002,Appartement,90.0,4.0,,2,9164.0
28/03/2024,590000.0,75017,Appartement,57.0,3.0,,17,10351.0
26/03/2024,880000.0,75010,Appartement,47.0,2.0,,10,18723.0
26/03/2024,880000.0,75010,Appartement,47.0,2.0,,10,18723.0
29/03/2024,510000.0,75018,Appartement,68.0,3.0,,18,7500.0
26/04/2024,405000.0,75020,Appartement,45.0,2.0,,20,9000.0
10/04/2024,318000.0,75017,Appartement,27.0,1.0,,17,11778.0
26/04/2024,1615000.0,75009,Appartement,126.0,5.0,,9,12817.0
19/04/2024,550000.0,75010,Appartement,68.0,3.0,,10,8088.0
12/04/2024,235000.0,75010,Appartement,25.0,1.0,,10,9400.0
08/04/2024,246000.0,75017,Appartement,31.0,1.0,,17,7935.0
17/04/2024,259649.0,75018,Appartement,57.0,2.0,,18,4555.0
23/04/2024,700000.0,75020,Local industriel. commercial ou assimilé,58.0,0.0,,20,12069.0
23/04/2024,700000.0,75020,Local industriel. commercial ou assimilé,75.0,0.0,,20,9333.0
15/04/2024,566950.0,75017,Appartement,52.0,2.0,,17,10903.0
12/04/2024,568000.0,75008,Appartement,51.0,2.0,,8,11137.0
18/04/2024,160000.0,75020,Appartement,19.0,1.0,,20,8421.0
23/04/2024,460000.0,75018,Appartement,56.0,3.0,,18,8214.0
22/04/2024,290000.0,75020,Appartement,36.0,2.0,,20,8056.0
24/04/2024,2021000.0,75009,Appartement,150.0,5.0,,9,13473.0
19/04/2024,815550.0,75018,Appartement,70.0,3.0,,18,11651.0
22/04/2024,680000.0,75019,Appartement,76.0,4.0,,19,8947.0
26/04/2024,800000.0,75001,Appartement,40.0,2.0,,1,20000.0
02/04/2024,658000.0,75019,Appartement,82.0,4.0,,19,8024.0
22/04/2024,256000.0,75018,Appartement,28.0,2.0,,18,9143.0
22/04/2024,493000.0,75003,Local industriel. commercial ou assimilé,24.0,0.0,,3,20542.0
16/04/2024,215000.0,75017,Appartement,25.0,1.0,,17,8600.0
17/04/2024,131250.0,75019,Appartement,62.0,3.0,,19,2117.0
15/04/2024,37130.0,75018,Appartement,13.0,1.0,,18,2856.0
16/04/2024,115000.0,75017,Appartement,15.0,1.0,,17,7667.0
26/04/2024,1500000.0,75002,Local industriel. commercial ou assimilé,110.0,0.0,,2,13636.0
27/03/2024,4148000.0,75002,Local industriel. commercial ou assimilé,740.0,0.0,,2,5605.0
19/04/2024,184000.0,75020,Appartement,27.0,1.0,,20,6815.0
15/04/2024,276189.0,75010,Appartement,16.0,1.0,,10,17262.0
15/04/2024,276189.0,75010,Appartement,22.0,1.0,,10,12554.0
22/04/2024,13720000.0,75008,Local industriel. commercial ou assimilé,322.0,0.0,,8,42609.0
22/04/2024,13720000.0,75008,Local industriel. commercial ou assimilé,296.0,0.0,,8,46351.0
23/04/2024,85000.0,75017,Appartement,10.0,1.0,,17,8500.0
25/04/2024,216000.0,75020,Appartement,32.0,2.0,,20,6750.0
05/04/2024,3250000.0,75002,Local industriel. commercial ou assimilé,180.0,0.0,68.0,2,18056.0
22/04/2024,223000.0,75010,Appartement,25.0,1.0,,10,8920.0
11/04/2024,495000.0,75017,Appartement,48.0,2.0,,17,10312.0
04/04/2024,270000.0,75019,Appartement,42.0,2.0,,19,6429.0
04/04/2024,116000.0,75018,Appartement,15.0,1.0,,18,7733.0
09/04/2024,175000.0,75018,Appartement,20.0,1.0,,18,8750.0
26/04/2024,714500.0,75008,Appartement,65.0,3.0,,8,10992.0
09/04/2024,42000.0,75018,Appartement,10.0,1.0,,18,4200.0
02/04/2024,57000.0,75010,Appartement,9.0,1.0,,10,6333.0
08/04/2024,375000.0,75009,Appartement,49.0,3.0,,9,7653.0
29/03/2024,195000.0,75020,Appartement,23.0,2.0,,20,8478.0
11/04/2024,390000.0,75019,Appartement,41.0,2.0,,19,9512.0
12/04/2024,200000.0,75017,Appartement,26.0,1.0,,17,7692.0
10/04/2024,2065000.0,75009,Appartement,180.0,6.0,,9,11472.0
25/04/2024,1170000.0,75017,Appartement,85.0,4.0,,17,13765.0
28/03/2024,82000.0,75017,Appartement,13.0,1.0,,17,6308.0
22/04/2024,1577800.0,75009,Appartement,131.0,6.0,,9,12044.0
24/04/2024,670000.0,75010,Appartement,67.0,4.0,,10,10000.0
10/04/2024,703000.0,75009,Appartement,90.0,5.0,,9,7811.0
11/04/2024,730000.0,75004,Local industriel. commercial ou assimilé,232.0,0.0,,4,3147.0
23/04/2024,455000.0,75017,Appartement,61.0,2.0,,17,7459.0
24/04/2024,77000.0,75009,Appartement,15.0,1.0,,9,5133.0
24/04/2024,103000.0,75018,Appartement,10.0,1.0,,18,10300.0
10/04/2024,3450000.0,75008,Appartement,71.0,2.0,,8,48592.0
10/04/2024,3450000.0,75008,Appartement,93.0,2.0,,8,37097.0
10/04/2024,8333127.0,75008,Appartement,240.0,6.0,,8,34721.0
12/04/2024,570000.0,75004,Appartement,50.0,2.0,,4,11400.0
19/04/2024,189000.0,75018,Appartement,36.0,1.0,,18,5250.0
23/04/2024,750000.0,75009,Local industriel. commercial ou assimilé,100.0,0.0,,9,7500.0
23/04/2024,390000.0,75018,Appartement,60.0,3.0,,18,6500.0
16/04/2024,110000.0,75010,Appartement,18.0,1.0,,10,6111.0
18/04/2024,496183.0,75001,Appartement,42.0,2.0,,1,11814.0
08/04/2024,475000.0,75010,Appartement,57.0,3.0,,10,8333.0
29/04/2024,238500.0,75003,Appartement,20.0,2.0,,3,11925.0
23/04/2024,56000.0,75003,Appartement,10.0,1.0,,3,5600.0
29/04/2024,421500.0,75003,Appartement,37.0,1.0,,3,11392.0
12/04/2024,755000.0,75019,Appartement,85.0,4.0,,19,8882.0
22/04/2024,630000.0,75017,Appartement,48.0,2.0,,17,13125.0
